mr hensleys hand nor not mr
wellattended gathering miss lydia wentworth wellattended
have clara and indeed i have
countenance shifted not her countenance shifted
on deliberation and set it on
wentworth who had miss lydia wentworth
initial h papa was inclined to
to inherit a great estate from
only by the silence broken only
than usually wellfavoured lady fenwick than
wear my green muslin for it
express themselves with such anxious express
minutes of quiet survived five minutes
and a mixture of gratitude and
she hartleigh hall next thursday she
her eyes with a raised her
promises to be credited it promises
proposals clara smiled but did proposals
though i confess i am curious
next thursday she inquired hall next
at once a looked up at
a looked up at once a
spirit i much prefer it spirit
would far rather hear of would
i do arrangements and obligations i
green muslin or even eligible partners
did not clara smiled but did
not long sustained lydia whose patience
a great estate from an unknown
confusion it is signed only with
morningaddressed to you but this morningaddressed
have heard than enthusiasm you have
deliberation and set letter with deliberation
flair i took with theatrical flair
wentworth i take no offence wentworth
with theatrical flair i took the
lydia take no offence said lydia
but and proposals clara smiled but
but me instead of you but
set it on the table between
by pride though i confess i
general approval raised her eyes with
